French,Frequency,English
dennis,4906,dennis
aidez,4905,help
jusque,4904,until
commencent,4904,begin
stratégie,4901,strategy
chasseur,4901,hunter
intéressante,4897,interesting
walker,4895,walker
quinn,4894,quinn
guitare,4893,guitar
loué,4892,rented
attaché,4892,attached
nue,4892,naked
améliorer,4891,improve
termes,4891,terms
soeurs,4888,sisters
randy,4887,randy
vidéos,4887,videos
amant,4885,lover
courte,4884,short
escalier,4884,stairs
owen,4883,owen
bêtes,4882,beasts
défi,4882,challenge
gentils,4879,friendly
rentrons,4878,let's go back
créatures,4875,creatures
chirurgien,4873,surgeon
montre-moi,4873,show me
dollar,4870,dollar
quatrième,4869,fourth
changent,4867,change
souvenez-vous,4866,remember
accent,4864,accent
parlez-vous,4863,do you speak
personnalité,4862,personality
durs,4861,hard
commandement,4860,commandment
lampe,4858,lamp
kenny,4854,kenny
crever,4852,die
ken,4851,ken
centrale,4849,central
oscar,4848,oscar
espérer,4848,hope
goûter,4848,to taste
nerfs,4847,nerves
grandir,4845,to grow
préférerais,4844,would prefer
feux,4842,fires
dépassé,4841,exceeds
tuez,4841,kill
faut-il,4840,it is necessary
passant,4839,passing
totale,4837,total
rencontrée,4835,met
pro,4834,pro
carrie,4833,carrie
méchante,4833,evil
ressentir,4831,to feel
déclaré,4825,declared
dessin,4824,drawing
généreux,4816,generous
attendons,4816,let's wait
bourré,4815,packed
mn,4814,mn
manuel,4813,manual
officiel,4810,official
reconnaissance,4810,acknowledgement
boisson,4805,beverage
embrassé,4805,embraced
savaient,4804,knew
appétit,4803,appetite
commandes,4802,orders
découverte,4800,discovery
risquer,4800,risk
entendue,4800,heard
excité,4800,excited
rouler,4797,to roll
câble,4793,cable
fume,4792,smoke
phrase,4792,sentence
réveil,4787,awakening
avère,4783,recognized
champs,4782,fields
disponible,4782,available
levé,4778,survey
julian,4778,julian
dose,4777,dose
coma,4776,coma
cuisiner,4772,cook
groupes,4770,groups
envoyée,4768,envoy
dépêche,4767,dispatch
sociale,4766,social
assister,4766,to assist
comptez,4765,count
manières,4765,manners
mangez,4763,eat
équipes,4763,teams
gère,4762,manage
mortel,4761,deadly
voies,4760,tracks
dick,4759,dick
événements,4759,events
indien,4758,indian
enterrer,4757,bury
stylo,4756,pen
gamine,4756,kid
homicide,4755,homicide
vais-je,4753,go
laissons,4751,let us leave
sue,4750,sue
détendre,4749,loosen
dis-leur,4747,tell them
blake,4745,black
martha,4742,martha
regardant,4742,looking
riz,4741,rice
aurions,4736,will have
correctement,4733,correctly
b.,4730,b.
ailles,4729,wounds
crée,4727,creates
imagines,4724,imagines
transfert,4722,transfer
complexe,4721,complex
zut,4721,damn
accueillir,4719,to welcome
ongles,4719,nail
portrait,4715,portrait
criminelle,4713,criminal
définitivement,4711,definitely
présenté,4711,present
remarque,4710,remark
désastre,4709,disaster
vraies,4706,real
métal,4704,metal
jennifer,4703,jennifer
traverse,4701,crosspiece
italie,4701,italy
laissez-nous,4698,leave us
degrés,4696,degrees
connaissez-vous,4694,do you know
up,4692,up
coincée,4691,stuck
masse,4687,mass
etats-unis,4686,united states
pardonne-moi,4686,forgive me
drapeau,4682,flag
traîne,4682,dragged
croyez-vous,4678,do you believe
plaire,4678,to please
baisé,4673,fucked
rappelez-vous,4670,remember
reçoit,4667,receive
liz,4666,liz
devenus,4665,become
noix,4665,nut
cabane,4665,hut
lion,4661,lion
jonathan,4660,jonathan
budget,4660,budget
inde,4658,india
malédiction,4653,curse
souffert,4653,suffer
villes,4648,cities
keith,4648,keith
lot,4645,batch
militaires,4644,military
escaliers,4642,stairs
rumeur,4642,rumor
serviette,4640,towel
commercial,4639,commercial
méthode,4638,method
eli,4638,eli
avenue,4637,avenue
autopsie,4635,autopsy
pue,4634,stinking
cliente,4631,client
arrange,4630,arrangement
venons,4627,let's come
descendu,4627,descended
intervention,4625,intervention
arrêtée,4622,arrested
chefs,4620,chiefs
priorité,4620,priority
serré,4617,tight
italien,4616,italian
quoique,4616,though
casino,4615,casino
acteurs,4612,actors
passeport,4609,passport
pomme,4607,apple
sincèrement,4606,sincerely
ressources,4603,resources
environnement,4594,environment
can,4593,can
elena,4593,elena
connor,4591,connor
louise,4591,louise
rigoles,4591,channels
ellen,4590,ellen
menaces,4589,threat
regarde-toi,4588,look at you
toast,4586,toast
bâton,4586,stick
doutes,4582,doubts
préfères,4579,prefers
thanksgiving,4578,thanksgiving
bail,4578,lease
réunis,4577,gathered
énormément,4575,enormously
négocier,4575,negotiate
remets,4574,put back
sacrifice,4569,sacrifice
reconnaissant,4569,grateful
williams,4568,williams
jeremy,4568,jeremy
citoyens,4566,citizens
abattu,4565,beaten down
habits,4565,clothes
otage,4557,hostage
tatouage,4556,tattoo
interview,4556,interview
couru,4556,ran
héroïne,4556,heroin
opérer,4556,operate
tendance,4555,tendency
rupture,4552,breakup
médias,4552,media
marqué,4549,brand
batterie,4548,battery
enseigne,4546,taught
manager,4546,manager
promener,4543,to take a walk
héritage,4542,legacy
écrivain,4542,writer
clown,4540,clown
ecoute-moi,4539,listen to me
positif,4537,positive
hitler,4537,hitler
jungle,4536,jungle
équipement,4535,equipment
penny,4533,penny
complice,4530,partner in crime
réalise,4529,accomplished
préparez,4528,prepare
profite,4527,take advantage
assuré,4527,insured
importantes,4527,important
mette,4527,put
pages,4527,pages
cousine,4521,cousin
tester,4521,test
génération,4520,generation
bâtard,4519,bastard
torture,4518,torture
putains,4515,whores
creuser,4515,dig
mmm,4514,mmm
jacob,4514,jacob
a-t-on,4512,do we have
loyauté,4511,loyalty
techniquement,4510,technically
cravate,4501,tie
mourra,4501,will die
effacer,4500,to erase
t-shirt,4499,t-shirt
brigade,4496,brigade
événement,4496,event
rappelé,4496,recalled
dises,4496,say
étranges,4494,strange
collège,4494,college
leader,4493,leader
ténèbres,4490,darkness
samantha,4488,samantha
trompes,4488,trunk
associés,4488,associates
examens,4487,exams
taré,4486,tare
bart,4486,bart
dent,4482,tooth
dangereuse,4482,dangerous
poumons,4479,lungs
holly,4478,holly
destruction,4478,destruction
bateaux,4477,boats
trouvais,4476,found
pires,4473,worse
charité,4473,charity
considère,4472,considered
révérend,4470,reverend
retrouvée,4470,found
girl,4470,girl
surement,4468,certainly
expériences,4468,experiences
quart,4467,quarter
poches,4465,pockets
désire,4464,longed for
boîtes,4463,boxes
malcolm,4462,malcolm
moderne,4461,modern
résolu,4459,resolved
manges,4458,eating
mentionné,4457,mentioned
pétrole,4456,oil
solitaire,4453,lonely
essayant,4451,trying
démarre,4449,started
arracher,4449,to tear out
tendre,4446,tender
sincère,4445,sincere
issue,4445,outcome
saut,4443,leap
débrouiller,4443,get off
mickey,4440,mickey
regardait,4438,looked at
white,4437,white
devaient,4436,were to
timide,4435,shy
chevalier,4433,knight
r,4431,r
précisément,4430,precisely
continues,4430,continuous
halloween,4428,halloween
ordures,4426,garbage
volontaire,4426,voluntary
interrogatoire,4425,examination
trahison,4424,treason
vomir,4423,to vomit
tueurs,4423,killers
travis,4421,twist
confirmé,4420,confirmed
cri,4420,shout
clay,4420,clay
cassée,4419,broken
soucie,4419,concern
censés,4417,supposed
adrian,4414,adrian
siècles,4414,centuries
cruel,4414,cruel
plaisantez,4412,joke
agi,4411,act
probable,4410,likely
scandale,4409,scandal
laissent,4408,leave
otages,4408,hostages
invisible,4407,invisible
mélange,4406,blend
responsabilités,4404,responsibilities
ashley,4403,ashley
harold,4401,harold
albert,4400,albert
importants,4400,important
attendrai,4398,will wait
déménager,4396,to relocate
perdez,4395,lose
visages,4394,faces
échantillon,4393,sample
explosé,4392,exploded
jouent,4390,are playing
homer,4390,homer
,4384,#VALUE!
flash,4382,flash
systèmes,4381,systems
usa,4381,usa
simples,4381,simple
christine,4380,christine
charges,4380,loads
funérailles,4380,funeral
ressembler,4378,look like
césar,4376,caesar
evan,4376,evan
jouets,4375,toys
chaos,4373,chaos
mm-hmm,4368,mm-hmm
green,4367,green
outils,4366,tools
audrey,4365,audrey
résistance,4365,resistance
dessert,4359,dessert
cons,4358,cons
insiste,4357,insistment
veuve,4357,widow
riley,4357,riley
effectivement,4356,effectively
dernièrement,4354,lately
neil,4350,neil
moyenne,4350,average
logan,4349,logan
contient,4346,contains
espagne,4346,spain
virée,4342,trip
épaules,4341,shoulders
stone,4340,stone
passe-moi,4340,pass me
altesse,4339,highness
gênant,4339,embarrassing
voter,4337,vote
manquait,4337,lacked
laisse-la,4336,leave her
protégé,4336,protected
esclaves,4333,slaves
arrêtera,4333,will stop
construction,4332,construction
utilisez,4329,use
cadavres,4329,corpses
immense,4328,immense
net,4327,net
renvoyé,4326,referred
population,4326,population
mondiale,4324,global
juillet,4320,july
capacité,4320,ability
sortait,4320,was going out
expliqué,4318,explain
va-t-on,4318,are we going
sensation,4317,sensation
sien,4317,his
mason,4317,mason
retenu,4316,retained
informer,4310,inform
récupère,4308,recover
ordonné,4307,ordered
potentiel,4306,potential
baisser,4306,lower
admire,4305,admire
morale,4304,moral
pasteur,4303,pastor
patrouille,4302,patrol
connerie,4302,bullshit
impact,4300,impact
partant,4299,go by
baseball,4297,baseball
sel,4295,salt
conducteur,4295,driver
maintenir,4293,maintain
stable,4290,stable
motel,4289,motel
pourront,4289,may
poker,4289,poker
abattre,4289,fell
littéralement,4287,literally
présidente,4286,president
hill,4286,hill
oublierai,4285,will forget
tokyo,4284,tokyo
jules,4284,jules
panneau,4282,sign
évite,4280,avoid
regardent,4279,look
tragédie,4278,tragedy
angel,4278,angel
serveur,4278,server
fruit,4276,fruit
aaron,4273,aaron
marge,4272,margin
earl,4271,earl
prière,4271,pray
activités,4270,activities
légiste,4269,jurist
impôts,4268,taxes
possession,4267,possession
confirmer,4266,confirm
out,4266,out
vendeur,4266,seller
discuté,4265,discussed
dépasse,4264,exceeds
apprécié,4263,appreciated
combinaison,4258,combination
joan,4256,joan
proposer,4255,to propose
séjour,4254,stay
utilisent,4253,use
exception,4253,exception
ambassadeur,4252,ambassador
lincoln,4251,lincoln
craindre,4248,to fear
allison,4247,allison
boy,4246,boy
poing,4245,fist
commences,4244,outburst
chapitre,4243,chapter
four,4242,oven
rapporte,4241,report
association,4240,association
connaissiez,4239,knew
audition,4235,hearing
ordure,4232,junk
écriture,4231,writing
publicité,4229,advertisement
cendres,4229,ashes
motif,4229,pattern
respiration,4228,breathing
rends-moi,4227,give me back
quinze,4227,fifteen
art.,4224,art.
regretter,4221,to regret
avril,4218,april
boue,4216,mud
pleuré,4214,cry
rita,4213,rita
pipi,4212,pee
noté,4211,note
sammy,4210,sammy
tv,4210,tv
cran,4210,gut
échappe,4210,escape
veuille,4206,want
vivez,4204,live
apparence,4204,appearance
principe,4202,principle
oublies,4200,forget
essentiel,4200,essential
moment-là,4200,moment
quittez,4198,leave
sortons,4196,let's go out
alpha,4196,alpha
gentleman,4194,gentleman
gabriel,4194,gabriel
eaux,4194,waters
house,4193,house
brise,4193,broken
verte,4190,green
boules,4190,balls
lauren,4187,lauren
canada,4187,canada
demandent,4187,ask
exige,4185,required
règlement,4185,settlement
francis,4184,francis
barney,4184,barney
aimable,4183,kind
habillé,4183,dressed
ann,4183,ann
symbole,4182,symbol
endormi,4181,asleep
margaret,4180,margaret
marin,4179,marine
what,4178,what
docteurs,4177,doctors
adorent,4177,love
revanche,4177,revenge
rarement,4176,rarely
gâteaux,4175,cakes
préparez-vous,4174,prepare yourselves
parait,4172,seems
with,4171,with
fonce,4171,dark
satellite,4169,satellite
paige,4168,paige
dettes,4168,debts
rembourser,4166,repay
passagers,4164,passengers
luxe,4163,luxury
vallée,4162,valley
médicale,4161,medical
reprend,4161,resumes
transport,4161,transportation
effrayé,4158,afraid
franc,4156,franc
couronne,4154,crown
scientifiques,4153,scientists
chacune,4150,each
plante,4145,plant
menu,4145,menu
revolver,4145,revolver
bonhomme,4143,fellow
légal,4141,legal
liam,4138,liam
discute,4135,discuss
bonté,4135,goodness
bières,4135,beers
complète,4134,complete
avertissement,4134,warning
acier,4134,steel
subir,4130,undergo
sentait,4130,felt
berlin,4125,berlin
kitty,4125,kitty
plais,4121,pleasant
planté,4121,plant
branche,4118,branch
puissante,4116,powerful
engagement,4116,commitment
imaginé,4113,conceived
options,4110,options
coûté,4110,cost
changements,4108,changes
révéler,4107,reveal
mesures,4106,measures
coordonnées,4106,contact details
contacts,4105,contacts
bip,4104,beep
producteur,4104,producer
cessé,4104,stopped
fonction,4101,function
lame,4101,blade
donnait,4100,gave
navrée,4098,heartbroken
shawn,4097,shawn
cachée,4096,hidden
salopard,4093,bastard
cuir,4093,leather
monica,4093,monica
megan,4084,megan
direz,4083,you will say
goutte,4083,drop
rate,4082,missed
ticket,4082,ticket
douter,4081,doubt
chloé,4081,chloe
fédéral,4081,federal
stephen,4080,stephen
maths,4076,math
ose,4072,dare
attaques,4070,attacks
autoroute,4069,motorway
accuser,4068,to accuse
dealer,4066,dealer
déposition,4066,deposition
victoria,4066,victoria
étonne,4065,surprised
deuil,4062,grief
occupe-toi,4062,keep busy
légère,4057,light
huh,4056,huh
avocate,4056,lawyer
statue,4055,statue
excellence,4053,excellency
coule,4051,flow
armés,4051,armed
piqué,4051,stung
eva,4048,eva
pères,4047,fathers
basket,4046,basketball
harris,4046,harris
ô,4044,ô
pathétique,4043,pathetic
x,4039,x
journalistes,4039,journalists
remarquer,4038,to remark
booth,4037,boot
matthew,4037,matthew
innocente,4035,innocent
fichiers,4035,files
casque,4034,helmet
ruiné,4034,ruin
mené,4033,led
v,4032,v
prime,4027,prime
bloqué,4027,blocked
faisiez,4025,do
jenna,4025,jenna
bénisse,4025,bless
hélas,4023,alas
sec,4023,dry
éclater,4022,to burst
bienvenu,4021,welcome
aile,4021,wing
mortes,4012,dead
combats,4010,fighting
kg,4009,kg
protocole,4009,protocol
prendrais,4008,would take
chatte,4007,cat
mouvements,4006,movements
poignée,4005,handle
reviennent,4005,come back
gloria,4001,gloria
nelson,4000,nelson
aah,3997,aah
vodka,3997,vodka
roue,3997,wheel
oblige,3994,obliged
quartiers,3993,neighborhoods
boucle,3993,loop
mordu,3992,bitten
fois-ci,3990,time
légitime,3987,legitimate
délire,3987,delirium
médicament,3985,medicine
resto,3983,restaurant
trente,3983,thirty
island,3981,island
douloureux,3979,painful
vues,3977,views
tonnes,3976,tons
jersey,3976,jersey
demoiselle,3975,young lady
attire,3974,attracted
bagnole,3974,car
serveuse,3974,waitress
contacté,3972,contacted
relève,3971,succession
reprends,3970,resume
allume,3967,alight
conflit,3966,conflict
accomplir,3966,accomplish
bouteilles,3965,bottles
shane,3965,shane
pensant,3964,thinking
lisez,3964,read
prêtes,3962,ready
badge,3962,badge
little,3959,little
pension,3959,pension
déposé,3956,deposit
routine,3955,routine
crève,3955,buzzer
articles,3954,items
chagrin,3953,grief
local,3952,local
saurai,3951,will be
appuie,3949,support
filmer,3945,film
ayons,3943,be
know,3942,know
amusez-vous,3942,have fun
servent,3941,serve
réduire,3941,reduce
remet,3940,put back
filé,3936,thread
courez,3935,run
rit,3935,laughter
symptômes,3934,symptoms
feuilles,3933,leaves
candidat,3933,candidate
vides,3928,empty
soupirs,3927,sighs
rory,3927,rory
professionnelle,3925,professional
ressemblent,3925,look alike
wade,3923,wade
sauvages,3923,wild
organise,3923,organized
munitions,3923,ammunition
cercueil,3922,coffin
cm,3922,cm
enquêter,3921,investigate
disparue,3921,missing
réelle,3916,real
trône,3914,throne
ouverts,3914,open
planque,3914,hideout
asile,3913,asylum
louer,3911,to rent out
allumer,3911,to light up
craig,3908,fear
tarder,3908,delay
fausses,3907,false
f,3905,f
administration,3905,administration
arrangement,3903,arrangement
existent,3902,exist
hop,3902,hop
juin,3900,june
sachez,3898,know
contrairement,3898,contrary to
wendy,3896,wendy
conseille,3896,advisor
ford,3894,ford
fabrique,3893,made
mitchell,3893,mitchell
obscurité,3892,darkness
talents,3891,talents
enlevez,3891,remove
informé,3890,informed
colline,3890,hill
telles,3889,such as
horribles,3888,horrible
avoué,3888,avowed
mentez,3887,lie
réalisateur,3887,director
lesquelles,3886,which
fait-on,3884,do we do
puits,3883,well
octobre,3883,october
cherchons,3883,let's look
costumes,3881,costumes
irez,3881,go on
suis-moi,3880,follow me
léo,3878,leo
renoncer,3877,give up
aimée,3877,beloved
république,3877,republic
rendent,3876,make
longues,3876,long
sauvée,3876,saved
nuit-là,3871,night
testament,3871,will
facture,3870,invoice
domicile,3869,residence
basse,3869,low
transformé,3868,transformed
emmenée,3867,taken
médaille,3866,medal
texte,3866,text
établir,3863,establish
vanessa,3859,vanessa
sienne,3859,his
kong,3858,kong
record,3858,record
connaisse,3856,know
blé,3855,wheat
guerrier,3855,warrior
sms,3855,sms
entrain,3855,by train
quittes,3855,quit
plantes,3852,plants
restons,3852,stay
accéder,3851,to access
suprême,3850,supreme
warren,3850,warren
installé,3850,installed
tuent,3850,kill
décrire,3848,describe
enveloppe,3847,envelope
était-il,3846,was he
manche,3844,sleeve
écoles,3844,schools
rappelle-toi,3843,reminds you
